customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Contract_One year,Contract_Two year
2428-ZMCTB,No,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.75,208.25,False,False
2429-AYKKO,No,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.85,1434.1,False,True
2430-RRYUW,No,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,54.8,3465.7,True,False
2430-USGXP,Yes,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.05,2391.8,False,False
2432-TFSMK,No,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),89.6,1633.0,True,False
2433-KMEAS,Yes,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Electronic check,54.45,1127.35,False,False
2434-EEVDB,No,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Credit card (automatic),94.6,5948.7,False,True
2436-QBZFP,No,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,No,Electronic check,39.2,849.9,False,False
2439-LYPMQ,No,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,102.6,4009.2,False,False
2439-QKJUL,No,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,109.8,False,False
2446-BEGGB,Yes,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,98.25,560.6,False,False
2446-PLQVO,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3,False,False
2446-ZKVAF,No,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Credit card (automatic),56.8,1074.65,False,False
2450-ZKEED,No,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Bank transfer (automatic),53.8,651.55,True,False
2451-YMUXS,No,Male,1,No,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),64.55,4250.1,False,True
2452-KDRRH,No,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),101.4,6841.05,False,False
2452-MRMZF,No,Female,1,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.7,1937.4,False,True
2452-SNHFZ,No,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Credit card (automatic),75.45,3545.1,False,False
2453-SAFNS,No,Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Mailed check,72.1,3886.05,True,False
2454-RPBRZ,Yes,Female,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,98.1,1060.2,False,False
2455-USLMV,No,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),84.75,2613.4,False,False
2458-EOMRE,No,Female,0,No,No,11,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Bank transfer (automatic),64.05,733.95,False,False
2460-FPSYH,Yes,Female,1,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,55.8,2109.35,False,False
2460-NGXBJ,No,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),75.2,775.3,False,False
2462-XIIJB,Yes,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,92.5,452.7,False,False
2465-BLLEU,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.75,19.75,False,False
2466-FCCPT,No,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.7,395.6,True,False
2466-NEJOJ,No,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.65,169.75,False,False
2468-SJFLM,No,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Yes,Mailed check,74.3,74.3,False,False
2469-DTSGX,No,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Electronic check,111.65,7943.45,False,True
2472-OVKUP,Yes,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,91.0,531.0,False,False
2474-BRUCM,Yes,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Electronic check,101.85,4086.3,False,False
2474-LCNUE,No,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),73.65,1642.75,False,False
2475-MROZF,No,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),95.0,2852.4,False,False
2476-YGEFM,No,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),76.0,2215.25,False,False
2478-EEWWM,No,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.3,2666.75,False,False
2479-BRAMR,Yes,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Bank transfer (automatic),83.75,3273.55,False,False
2480-EJWYP,No,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),97.8,5458.8,True,False
2480-JZOSN,No,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.65,20.65,False,False
2480-SQIOB,No,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.8,169.65,False,False
2481-SBOYW,No,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),25.0,1498.35,False,True
2482-CZGBB,Yes,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.0,740.0,False,False
2483-XSSMZ,No,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,47.85,1886.4,True,False
2484-DGXPZ,Yes,Female,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,658.95,False,False
2485-ITVKB,Yes,Female,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35.1,68.75,False,False
2486-WYVVE,No,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,79.3,2484.0,True,False
2495-INZWQ,Yes,Male,0,No,No,4,No,No phone service,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,44.55,174.3,False,False
2495-KZNFB,No,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,90.65,2989.6,False,False
2495-TTHBQ,No,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,20.4,84.75,True,False
2498-XLDZR,No,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Mailed check,73.6,2316.85,False,True
2499-AJYUA,No,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.8,7882.25,False,True
2501-XWWTZ,No,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.2,760.05,False,False
2504-DSHIH,No,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.8,1975.85,False,False
2506-CLAKW,Yes,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),98.15,567.45,False,False
2506-TNFCO,Yes,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.55,69.55,False,False
2507-QZPQS,No,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,95.7,1451.1,False,False
2509-TFPJU,No,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),25.75,1864.2,False,True
2511-ALLCS,No,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),24.3,821.6,False,True
2511-MORQY,No,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Bank transfer (automatic),54.9,2614.1,True,False
2514-GINMM,Yes,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.5,79.5,False,False
2516-VQRRV,Yes,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,75.45,158.4,False,False
2516-XSJKX,No,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Electronic check,78.45,3126.45,False,True
2519-ERQOJ,No,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,54.6,1803.7,False,False
2519-FAKOD,Yes,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.25,3777.15,False,False
2519-LBNQL,No,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,6339.45,True,False
2519-TWKFS,No,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Mailed check,55.1,1466.1,True,False
2520-SGTTA,No,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.0,0.0,False,True
2521-NPUZR,No,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Credit card (automatic),101.0,7085.5,False,True
2522-AHJXR,No,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.45,6572.85,False,False
2522-WLNSF,No,Female,1,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),64.2,2106.3,True,False
2523-EWWZL,No,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,76.1,2093.4,False,False
2525-GVKQU,No,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.6,1093.0,False,True
2528-HFYZX,Yes,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,76.45,1233.4,False,False
2530-ENDWQ,Yes,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),93.7,6585.35,False,True
2530-FMFXO,No,Male,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,103.2,5873.75,False,True
2533-QVMSK,Yes,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Electronic check,94.1,5638.3,False,True
2533-TIBIX,No,Male,0,Yes,Yes,15,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),30.2,469.65,False,False
2535-PBCGC,No,Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),64.55,4504.9,False,True
2538-OIMXF,No,Female,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,24.7,24.7,False,False
2541-YGPKE,No,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Credit card (automatic),63.7,2763.35,True,False
2542-HYGIQ,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.95,19.95,False,False
2545-EBUPK,No,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.05,186.05,False,False
2545-LXYVJ,No,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.7,1492.1,False,True
2546-KZAAT,No,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,75.4,3865.45,True,False
2550-AEVRU,No,Female,0,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Electronic check,53.45,3053.0,True,False
2550-QHZGP,No,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,128.6,True,False
2558-BUOZZ,No,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,No,Bank transfer (automatic),94.8,4535.85,True,False
2560-PPCHE,No,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.05,6744.25,True,False
2560-QTSBS,No,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),23.3,1623.15,True,False
2560-WBWXF,No,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),24.15,1498.85,False,True
2565-JSLRY,Yes,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,24.05,24.05,False,False
2568-BRGYX,Yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.2,237.95,False,False
2568-OIADY,Yes,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.5,3762.0,False,False
2569-WGERO,No,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),21.15,1419.4,False,True
2573-GYRUU,No,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),91.05,4370.75,False,False
2575-GFSOE,Yes,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.0,506.9,False,False
2576-HXMPA,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.55,19.55,False,False
2577-GVSIL,No,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),73.45,2661.1,True,False
2578-JQPHZ,No,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),100.1,4378.35,False,True
2580-ASVVY,No,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No,Electronic check,45.4,1593.1,False,True
2580-ATZSQ,No,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),61.35,3874.1,True,False
2581-VKIRT,No,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,65.5,3801.3,True,False
2582-FFFZR,No,Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,50.6,1073.3,False,False
2585-KTFRE,No,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),70.45,70.45,False,False
2586-CWXVV,No,Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,No,Electronic check,30.4,1621.35,False,False
2587-EKXTS,No,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,111.5,4915.15,False,False
2587-YNLES,No,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.1,100.35,False,True
2589-AYCRP,No,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.75,989.05,True,False
2592-HODOV,No,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.3,259.65,True,False
2592-SEIFQ,Yes,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,No,Electronic check,24.75,66.95,False,False
2592-YKDIF,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,20.35,False,False
2595-KIWPV,No,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),19.7,509.3,False,True
2599-CIPQE,No,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),109.3,7782.85,False,True
2599-CZABP,No,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,No,Electronic check,44.6,641.25,True,False
2603-HVKCG,No,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,101.4,3143.65,False,False
2604-IJPDU,No,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,96.55,1901.65,False,False
2604-XVDAM,No,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),43.8,540.95,False,False
2606-PKWJB,No,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,40.25,1564.05,True,False
2606-RMDHZ,Yes,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.5,208.7,False,False
2607-DHDAK,No,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.8,1414.65,False,True
2607-FBDFF,No,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),49.0,49.0,False,False
2608-BHKFN,Yes,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),70.05,266.9,False,False
2609-IAICY,Yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,77.15,77.15,False,False
2612-PHGOX,No,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),76.1,4818.8,False,True
2612-RANWT,Yes,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),100.15,1164.3,False,False
2612-RRIDN,Yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,81.0,340.85,False,False
2615-YVMYX,No,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,107.5,7713.55,False,False
2616-FLVQC,No,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.55,1240.15,False,True
2616-UUTFK,No,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Bank transfer (automatic),72.75,2447.45,False,False
2619-WFQWU,Yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.15,70.15,False,False
2621-UDNLU,No,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.85,72.0,False,False
2623-DRYAM,No,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.75,7069.3,True,False
2625-TRCZQ,No,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,49.65,2553.35,False,False
2626-URJFX,Yes,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Yes,Electronic check,50.9,225.6,False,False
2626-VEEWG,No,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.4,1284.2,False,True
2632-IVXVF,No,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),111.75,7511.3,False,True
2632-TACXW,No,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),23.65,1416.75,False,True
2632-UCGVD,Yes,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),100.05,6871.9,False,False
2634-HCZGT,Yes,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,60.05,3229.65,True,False
2636-ALXXZ,Yes,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.6,69.6,False,False
2636-OHFMN,Yes,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,48.55,201.0,False,False
2636-SJDOU,No,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),84.3,5289.05,True,False
2637-FKFSY,No,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,46.1,130.15,False,False
2639-UGMAZ,No,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,56.45,3985.35,True,False
2640-LYMOV,No,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.65,38.8,False,False
2640-PMGFL,Yes,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Electronic check,79.5,2180.55,False,False
2642-DTVCO,Yes,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.05,746.5,False,False
2642-MAWLJ,No,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.25,717.95,False,True
2645-QTLMB,Yes,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.25,669.0,False,False
2649-HWLYB,No,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),76.15,4929.55,False,True
2650-GYRYL,No,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.45,600.25,True,False
2651-ZCBXV,No,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),108.0,5760.65,False,True
2654-VBVPB,No,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.9,19.9,False,False
2656-FMOKZ,Yes,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,74.45,1145.7,False,False
2656-TABEH,Yes,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.2,420.2,False,False
2657-ALMWY,Yes,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,Electronic check,84.95,2169.75,False,False
2657-VPXTA,No,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,88.85,929.45,False,False
2659-VXMWZ,Yes,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,111.3,7482.1,True,False
2660-EMUBI,Yes,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.35,898.35,False,False
2661-GKBTK,No,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,No,Bank transfer (automatic),76.95,4543.95,False,True
2662-NNTDK,No,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),24.8,1600.95,True,False
2664-XJZNO,No,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.9,7559.55,False,True
2665-NPTGL,No,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),98.1,2510.7,False,False
2667-WYLWJ,Yes,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.75,145.0,True,False
2668-TZSPS,No,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.45,20.45,False,False
2669-OIDSD,No,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),100.05,4834.0,False,False
2669-QVCRG,No,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),81.3,3190.65,False,False
2672-DZUOY,Yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Yes,Electronic check,25.15,25.15,False,False
2672-HUYVI,Yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,91.1,455.3,False,False
2672-OJQZP,No,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.75,44.75,False,False
2672-TGEFF,No,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,88.8,3340.55,False,False
2673-CXQEU,No,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,110.5,6139.5,True,False
2673-ZALNP,No,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,173.15,True,False
2674-MIAHT,No,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Mailed check,80.3,324.2,False,False
